sent_tail_radius,repair_tail_frac,W_decay
18,0.745,0.0015
18,0.745,0.0018
18,0.745,0.002
18,0.745,0.0022
18,0.745,0.0025
18,0.745,0.003
18,0.75,0.0
18,0.75,1e-06
18,0.75,5e-05
18,0.75,7.5e-05
18,0.75,9e-05
18,0.75,0.0001
18,0.75,0.00011
18,0.75,0.000125
18,0.75,0.00015
18,0.75,0.00018
18,0.75,0.0002
18,0.75,0.00022
18,0.75,0.00025
18,0.75,0.0003
18,0.75,0.00036
18,0.75,0.0004
18,0.75,0.00044
18,0.75,0.00045
18,0.75,0.0005
18,0.75,0.00054
18,0.75,0.0006
18,0.75,0.00066
18,0.75,0.00072
18,0.75,0.00075
18,0.75,0.0008
18,0.75,0.00088
18,0.75,0.0009
18,0.75,0.001
18,0.75,0.0011
18,0.75,0.0012
18,0.75,0.00125
18,0.75,0.0015
18,0.75,0.0018
18,0.75,0.002
18,0.75,0.0022
18,0.75,0.0025
18,0.75,0.003
18,0.755,0.0
18,0.755,1e-06
18,0.755,5e-05
18,0.755,7.5e-05
18,0.755,9e-05
18,0.755,0.0001
18,0.755,0.00011
18,0.755,0.000125
18,0.755,0.00015
18,0.755,0.00018
18,0.755,0.0002
18,0.755,0.00022
18,0.755,0.00025
18,0.755,0.0003
18,0.755,0.00036
18,0.755,0.0004
18,0.755,0.00044
18,0.755,0.00045
18,0.755,0.0005
18,0.755,0.00054
18,0.755,0.0006
18,0.755,0.00066
18,0.755,0.00072
18,0.755,0.00075
18,0.755,0.0008
18,0.755,0.00088
18,0.755,0.0009
18,0.755,0.001
18,0.755,0.0011
18,0.755,0.0012
18,0.755,0.00125
18,0.755,0.0015
18,0.755,0.0018
18,0.755,0.002
18,0.755,0.0022
18,0.755,0.0025
18,0.755,0.003
18,0.76,0.0
18,0.76,1e-06
18,0.76,5e-05
18,0.76,7.5e-05
18,0.76,9e-05
18,0.76,0.0001
18,0.76,0.00011
18,0.76,0.000125
18,0.76,0.00015
18,0.76,0.00018
18,0.76,0.0002
18,0.76,0.00022
18,0.76,0.00025
18,0.76,0.0003
18,0.76,0.00036
18,0.76,0.0004
18,0.76,0.00044
18,0.76,0.00045
18,0.76,0.0005
18,0.76,0.00054
18,0.76,0.0006
18,0.76,0.00066
18,0.76,0.00072
18,0.76,0.00075
18,0.76,0.0008
18,0.76,0.00088
18,0.76,0.0009
18,0.76,0.001
18,0.76,0.0011
18,0.76,0.0012
18,0.76,0.00125
18,0.76,0.0015
18,0.76,0.0018
18,0.76,0.002
18,0.76,0.0022
18,0.76,0.0025
18,0.76,0.003
18,0.77,0.0
18,0.77,1e-06
18,0.77,5e-05
18,0.77,7.5e-05
18,0.77,9e-05
18,0.77,0.0001
18,0.77,0.00011
18,0.77,0.000125
18,0.77,0.00015
18,0.77,0.00018
18,0.77,0.0002
18,0.77,0.00022
18,0.77,0.00025
18,0.77,0.0003
18,0.77,0.00036
18,0.77,0.0004
18,0.77,0.00044
18,0.77,0.00045
18,0.77,0.0005
18,0.77,0.00054
18,0.77,0.0006
18,0.77,0.00066
18,0.77,0.00072
18,0.77,0.00075
18,0.77,0.0008
18,0.77,0.00088
18,0.77,0.0009
18,0.77,0.001
18,0.77,0.0011
18,0.77,0.0012
18,0.77,0.00125
18,0.77,0.0015
18,0.77,0.0018
18,0.77,0.002
18,0.77,0.0022
18,0.77,0.0025
18,0.77,0.003
18,0.78,0.0
18,0.78,1e-06
18,0.78,5e-05
18,0.78,7.5e-05
18,0.78,9e-05
18,0.78,0.0001
18,0.78,0.00011
18,0.78,0.000125
18,0.78,0.00015
18,0.78,0.00018
18,0.78,0.0002
18,0.78,0.00022
18,0.78,0.00025
18,0.78,0.0003
18,0.78,0.00036
18,0.78,0.0004
18,0.78,0.00044
18,0.78,0.00045
18,0.78,0.0005
18,0.78,0.00054
18,0.78,0.0006
18,0.78,0.00066
18,0.78,0.00075
18,0.78,0.0009
18,0.78,0.001
18,0.78,0.0015
18,0.78,0.0018
18,0.78,0.002
18,0.78,0.0022
18,0.78,0.0025
18,0.78,0.003
18,0.79,0.0
18,0.79,1e-06
18,0.79,5e-05
18,0.79,7.5e-05
18,0.79,9e-05
18,0.79,0.0001
18,0.79,0.00011
18,0.79,0.000125
18,0.79,0.00015
18,0.79,0.00018
18,0.79,0.0002
18,0.79,0.00022
18,0.79,0.00025
18,0.79,0.0003
18,0.79,0.00036
18,0.79,0.0004
18,0.79,0.00044
18,0.79,0.00045
18,0.79,0.0005
18,0.79,0.00054
18,0.79,0.0006
18,0.79,0.00066
18,0.79,0.00075
18,0.79,0.0009
18,0.79,0.001
18,0.79,0.0015
18,0.79,0.0018
18,0.79,0.002
18,0.79,0.0022
18,0.79,0.0025
18,0.79,0.003
18,0.795,0.0
18,0.795,1e-06
18,0.795,5e-05
18,0.795,7.5e-05
18,0.795,9e-05
18,0.795,0.0001
18,0.795,0.00011
18,0.795,0.000125
18,0.795,0.00015
18,0.795,0.00018
18,0.795,0.0002
18,0.795,0.00022
18,0.795,0.00025
18,0.795,0.0003
18,0.795,0.00036
18,0.795,0.0004
18,0.795,0.00044
18,0.795,0.00045
18,0.795,0.0005
18,0.795,0.00054
18,0.795,0.0006
18,0.795,0.00066
18,0.795,0.00075
18,0.795,0.0009
18,0.795,0.001
18,0.795,0.0015
18,0.795,0.0018
18,0.795,0.002
18,0.795,0.0022
18,0.795,0.0025
18,0.795,0.003
18,0.8,0.0
18,0.8,1e-06
18,0.8,5e-05
18,0.8,7.5e-05
18,0.8,9e-05
18,0.8,0.0001
18,0.8,0.00011
18,0.8,0.000125
18,0.8,0.00015
18,0.8,0.00018
18,0.8,0.0002
18,0.8,0.00022
18,0.8,0.00025
18,0.8,0.0003
18,0.8,0.00036
18,0.8,0.0004
18,0.8,0.00044
18,0.8,0.00045
18,0.8,0.0005
18,0.8,0.00054
18,0.8,0.0006
18,0.8,0.00066
18,0.8,0.00075
18,0.8,0.0009
18,0.8,0.001
18,0.8,0.0015
18,0.8,0.0018
18,0.8,0.002
18,0.8,0.0022
18,0.8,0.0025
18,0.8,0.003
18,0.805,0.0
18,0.805,1e-06
18,0.805,5e-05
18,0.805,7.5e-05
18,0.805,9e-05
18,0.805,0.0001
18,0.805,0.00011
18,0.805,0.000125
18,0.805,0.00015
18,0.805,0.00018
18,0.805,0.0002
18,0.805,0.00022
18,0.805,0.00025
18,0.805,0.0003
18,0.805,0.00036
18,0.805,0.0004
18,0.805,0.00044
18,0.805,0.00045
18,0.805,0.0005
18,0.805,0.00054
18,0.805,0.0006
18,0.805,0.00066
18,0.805,0.00075
18,0.805,0.0009
18,0.805,0.001
18,0.805,0.0015
18,0.805,0.0018
18,0.805,0.002
18,0.805,0.0022
18,0.805,0.0025
18,0.805,0.003
18,0.81,0.0
18,0.81,1e-06
18,0.81,5e-05
18,0.81,7.5e-05
18,0.81,9e-05
18,0.81,0.0001
18,0.81,0.00011
18,0.81,0.000125
18,0.81,0.00015
18,0.81,0.00018
18,0.81,0.0002
18,0.81,0.00022
18,0.81,0.00025
18,0.81,0.0003
18,0.81,0.00036
18,0.81,0.0004
18,0.81,0.00044
18,0.81,0.00045
18,0.81,0.0005
18,0.81,0.00054
18,0.81,0.0006
18,0.81,0.00066
18,0.81,0.00075
18,0.81,0.0009
18,0.81,0.001
18,0.81,0.0015
18,0.81,0.0018
18,0.81,0.002
18,0.81,0.0022
18,0.81,0.0025
18,0.81,0.003
18,0.82,0.0
18,0.82,1e-06
18,0.82,5e-05
18,0.82,7.5e-05
18,0.82,9e-05
18,0.82,0.0001
18,0.82,0.00011
18,0.82,0.000125
18,0.82,0.00015
18,0.82,0.00018
18,0.82,0.0002
18,0.82,0.00022
18,0.82,0.00025
18,0.82,0.0003
18,0.82,0.00036
18,0.82,0.0004
18,0.82,0.00044
18,0.82,0.00045
18,0.82,0.0005
18,0.82,0.00054
18,0.82,0.0006
18,0.82,0.00066
18,0.82,0.00075
18,0.82,0.0009
18,0.82,0.001
18,0.82,0.0015
18,0.82,0.0018
18,0.82,0.002
18,0.82,0.0022
18,0.82,0.0025
18,0.82,0.003
19,0.48,5e-05
19,0.48,7.5e-05
19,0.48,9e-05
19,0.48,0.0001
19,0.48,0.00011
19,0.48,0.000125
19,0.48,0.00015
19,0.48,0.0003
19,0.48,0.00045
19,0.48,0.00054
19,0.48,0.0006
19,0.48,0.00066
19,0.48,0.00075
19,0.48,0.0009
19,0.49,5e-05
19,0.49,7.5e-05
19,0.49,9e-05
19,0.49,0.0001
19,0.49,0.00011
19,0.49,0.000125
19,0.49,0.00015
19,0.49,0.0003
19,0.49,0.00045
19,0.49,0.00054
19,0.49,0.0006
19,0.49,0.00066
19,0.49,0.00075
19,0.49,0.0009
19,0.495,5e-05
19,0.495,7.5e-05
19,0.495,9e-05
19,0.495,0.0001
19,0.495,0.00011
19,0.495,0.000125
19,0.495,0.00015
19,0.495,0.0003
19,0.495,0.00045
19,0.495,0.00054
19,0.495,0.0006
19,0.495,0.00066
19,0.495,0.00075
19,0.495,0.0009
19,0.5,5e-05
19,0.5,7.5e-05
19,0.5,9e-05
19,0.5,0.0001
19,0.5,0.00011
19,0.5,0.000125
19,0.5,0.00015
19,0.5,0.0003
19,0.5,0.00045
19,0.5,0.00054
19,0.5,0.0006
19,0.5,0.00066
19,0.5,0.00075
19,0.5,0.0009
19,0.505,5e-05
19,0.505,7.5e-05
19,0.505,9e-05
19,0.505,0.0001
19,0.505,0.00011
19,0.505,0.000125
19,0.505,0.00015
19,0.505,0.0003
19,0.505,0.00045
19,0.505,0.00054
19,0.505,0.0006
19,0.505,0.00066
19,0.505,0.00075
19,0.505,0.0009
19,0.51,5e-05
19,0.51,7.5e-05
19,0.51,9e-05
19,0.51,0.0001
19,0.51,0.00011
19,0.51,0.000125
19,0.51,0.00015
19,0.51,0.0003
19,0.51,0.00045
19,0.51,0.00054
19,0.51,0.0006
19,0.51,0.00066
19,0.51,0.00075
19,0.51,0.0009
19,0.52,5e-05
19,0.52,7.5e-05
19,0.52,9e-05
19,0.52,0.0001
19,0.52,0.00011
19,0.52,0.000125
19,0.52,0.00015
19,0.52,0.0003
19,0.52,0.00045
19,0.52,0.00054
19,0.52,0.0006
19,0.52,0.00066
19,0.52,0.00075
19,0.52,0.0009
19,0.53,0.0003
19,0.53,0.00045
19,0.53,0.0005
19,0.53,0.00054
19,0.53,0.0006
19,0.53,0.00066
19,0.53,0.00075
19,0.53,0.0009
19,0.53,0.001
19,0.53,0.0011
19,0.53,0.00125
19,0.53,0.0015
19,0.54,0.0003
19,0.54,0.00045
19,0.54,0.0005
19,0.54,0.00054
19,0.54,0.0006
19,0.54,0.00066
19,0.54,0.00075
19,0.54,0.0009
19,0.54,0.001
19,0.54,0.0011
19,0.54,0.00125
19,0.54,0.0015
19,0.545,0.0003
19,0.545,0.00045
19,0.545,0.0005
19,0.545,0.00054
19,0.545,0.0006
19,0.545,0.00066
19,0.545,0.00075
19,0.545,0.0009
19,0.545,0.001
19,0.545,0.0011
19,0.545,0.00125
19,0.545,0.0015
19,0.55,0.0003
19,0.55,0.00045
19,0.55,0.0005
19,0.55,0.00054
19,0.55,0.0006
19,0.55,0.00066
19,0.55,0.00075
19,0.55,0.0009
19,0.55,0.001
19,0.55,0.0011
19,0.55,0.00125
19,0.55,0.0015
19,0.555,0.0003
19,0.555,0.00045
19,0.555,0.0005
19,0.555,0.00054
19,0.555,0.0006
19,0.555,0.00066
19,0.555,0.00075
19,0.555,0.0009
19,0.555,0.001
19,0.555,0.0011
19,0.555,0.00125
19,0.555,0.0015
19,0.56,0.0003
19,0.56,0.00045
19,0.56,0.0005
19,0.56,0.00054
19,0.56,0.0006
19,0.56,0.00066
19,0.56,0.00075
19,0.56,0.0009
19,0.56,0.001
19,0.56,0.0011
19,0.56,0.00125
19,0.56,0.0015
19,0.57,0.0003
19,0.57,0.00045
19,0.57,0.0005
19,0.57,0.00054
19,0.57,0.0006
19,0.57,0.00066
19,0.57,0.00075
19,0.57,0.0009
19,0.57,0.001
19,0.57,0.0011
19,0.57,0.00125
19,0.57,0.0015
19,0.58,5e-05
19,0.58,7.5e-05
19,0.58,9e-05
19,0.58,0.0001
19,0.58,0.00011
19,0.58,0.000125
19,0.58,0.00015
19,0.59,5e-05
19,0.59,7.5e-05
19,0.59,9e-05
19,0.59,0.0001
19,0.59,0.00011
19,0.59,0.000125
19,0.59,0.00015
19,0.595,5e-05
19,0.595,7.5e-05
19,0.595,9e-05
19,0.595,0.0001
19,0.595,0.00011
19,0.595,0.000125
19,0.595,0.00015
19,0.6,5e-05
19,0.6,7.5e-05
19,0.6,9e-05
19,0.6,0.0001
19,0.6,0.00011
19,0.6,0.000125
19,0.6,0.00015
19,0.605,5e-05
19,0.605,7.5e-05
19,0.605,9e-05
19,0.605,0.0001
19,0.605,0.00011
19,0.605,0.000125
19,0.605,0.00015
19,0.61,5e-05
19,0.61,7.5e-05
19,0.61,9e-05
19,0.61,0.0001
19,0.61,0.00011
19,0.61,0.000125
19,0.61,0.00015
19,0.62,5e-05
19,0.62,7.5e-05
19,0.62,9e-05
19,0.62,0.0001
19,0.62,0.00011
19,0.62,0.000125
19,0.62,0.00015
19,0.63,0.0
19,0.63,1e-06
19,0.63,5e-05
19,0.63,7.5e-05
19,0.63,9e-05
19,0.63,0.0001
19,0.63,0.00011
19,0.63,0.000125
19,0.63,0.00015
19,0.63,0.00018
19,0.63,0.0002
19,0.63,0.00022
19,0.63,0.00025
19,0.63,0.0003
19,0.63,0.00036
19,0.63,0.0004
19,0.63,0.00044
19,0.63,0.00045
19,0.63,0.0005
19,0.63,0.00054
19,0.63,0.0006
19,0.63,0.00066
19,0.63,0.00072
19,0.63,0.00075
19,0.63,0.0008
19,0.63,0.00088
19,0.63,0.0009
19,0.63,0.001
19,0.63,0.0011
19,0.63,0.0012
19,0.63,0.00125
19,0.63,0.0015
19,0.63,0.0018
19,0.63,0.002
19,0.63,0.0022
19,0.63,0.0025
19,0.63,0.003
19,0.64,0.0
19,0.64,1e-06
19,0.64,5e-05
19,0.64,7.5e-05
19,0.64,9e-05
19,0.64,0.0001
19,0.64,0.00011
19,0.64,0.000125
19,0.64,0.00015
19,0.64,0.00018
19,0.64,0.0002
19,0.64,0.00022
19,0.64,0.00025
19,0.64,0.0003
19,0.64,0.00036
19,0.64,0.0004
19,0.64,0.00044
19,0.64,0.00045
19,0.64,0.0005
19,0.64,0.00054
19,0.64,0.0006
19,0.64,0.00066
19,0.64,0.00072
19,0.64,0.00075
19,0.64,0.0008
19,0.64,0.00088
19,0.64,0.0009
19,0.64,0.001
19,0.64,0.0011
19,0.64,0.0012
19,0.64,0.00125
19,0.64,0.0015
19,0.64,0.0018
19,0.64,0.002
19,0.64,0.0022
19,0.64,0.0025
19,0.64,0.003
19,0.645,0.0
19,0.645,1e-06
19,0.645,5e-05
19,0.645,7.5e-05
19,0.645,9e-05
19,0.645,0.0001
19,0.645,0.00011
19,0.645,0.000125
19,0.645,0.00015
19,0.645,0.00018
19,0.645,0.0002
19,0.645,0.00022
19,0.645,0.00025
19,0.645,0.0003
19,0.645,0.00036
19,0.645,0.0004
19,0.645,0.00044
19,0.645,0.00045
19,0.645,0.0005
19,0.645,0.00054
19,0.645,0.0006
19,0.645,0.00066
19,0.645,0.00072
19,0.645,0.00075
19,0.645,0.0008
19,0.645,0.00088
19,0.645,0.0009
19,0.645,0.001
19,0.645,0.0011
19,0.645,0.0012
19,0.645,0.00125
19,0.645,0.0015
19,0.645,0.0018
19,0.645,0.002
19,0.645,0.0022
19,0.645,0.0025
19,0.645,0.003
19,0.65,0.0
19,0.65,1e-06
19,0.65,5e-05
19,0.65,7.5e-05
19,0.65,9e-05
19,0.65,0.0001
19,0.65,0.00011
19,0.65,0.000125
19,0.65,0.00015
19,0.65,0.00018
19,0.65,0.0002
19,0.65,0.00022
19,0.65,0.00025
19,0.65,0.0003
19,0.65,0.00036
19,0.65,0.0004
19,0.65,0.00044
19,0.65,0.00045
19,0.65,0.0005
19,0.65,0.00054
19,0.65,0.0006
19,0.65,0.00066
19,0.65,0.00072
19,0.65,0.00075
19,0.65,0.0008
19,0.65,0.00088
19,0.65,0.0009
19,0.65,0.001
19,0.65,0.0011
19,0.65,0.0012
19,0.65,0.00125
19,0.65,0.0015
19,0.65,0.0018
19,0.65,0.002
19,0.65,0.0022
19,0.65,0.0025
19,0.65,0.003
19,0.655,0.0
19,0.655,1e-06
19,0.655,5e-05
19,0.655,7.5e-05
19,0.655,9e-05
19,0.655,0.0001
19,0.655,0.00011
19,0.655,0.000125
19,0.655,0.00015
19,0.655,0.00018
19,0.655,0.0002
19,0.655,0.00022
19,0.655,0.00025
19,0.655,0.0003
19,0.655,0.00036
19,0.655,0.0004
19,0.655,0.00044
19,0.655,0.00045
19,0.655,0.0005
19,0.655,0.00054
19,0.655,0.0006
19,0.655,0.00066
19,0.655,0.00072
19,0.655,0.00075
19,0.655,0.0008
19,0.655,0.00088
19,0.655,0.0009
19,0.655,0.001
19,0.655,0.0011
19,0.655,0.0012
19,0.655,0.00125
19,0.655,0.0015
19,0.655,0.0018
19,0.655,0.002
19,0.655,0.0022
19,0.655,0.0025
19,0.655,0.003
19,0.66,0.0
19,0.66,1e-06
19,0.66,5e-05
19,0.66,7.5e-05
19,0.66,9e-05
19,0.66,0.0001
19,0.66,0.00011
19,0.66,0.000125
19,0.66,0.00015
19,0.66,0.00018
19,0.66,0.0002
19,0.66,0.00022
19,0.66,0.00025
19,0.66,0.0003
19,0.66,0.00036
19,0.66,0.0004
19,0.66,0.00044
19,0.66,0.00045
19,0.66,0.0005
19,0.66,0.00054
19,0.66,0.0006
19,0.66,0.00066
19,0.66,0.00072
19,0.66,0.00075
19,0.66,0.0008
19,0.66,0.00088
19,0.66,0.0009
19,0.66,0.001
19,0.66,0.0011
19,0.66,0.0012
19,0.66,0.00125
19,0.66,0.0015
19,0.66,0.0018
19,0.66,0.002
19,0.66,0.0022
19,0.66,0.0025
19,0.66,0.003
19,0.67,0.0
19,0.67,1e-06
19,0.67,5e-05
19,0.67,7.5e-05
19,0.67,9e-05
19,0.67,0.0001
19,0.67,0.00011
19,0.67,0.000125
19,0.67,0.00015
19,0.67,0.00018
19,0.67,0.0002
19,0.67,0.00022
19,0.67,0.00025
19,0.67,0.0003
19,0.67,0.00036
19,0.67,0.0004
19,0.67,0.00044
19,0.67,0.00045
19,0.67,0.0005
19,0.67,0.00054
19,0.67,0.0006
19,0.67,0.00066
19,0.67,0.00072
19,0.67,0.00075
19,0.67,0.0008
19,0.67,0.00088
19,0.67,0.0009
19,0.67,0.001
19,0.67,0.0011
19,0.67,0.0012
19,0.67,0.00125
19,0.67,0.0015
19,0.67,0.0018
19,0.67,0.002
19,0.67,0.0022
19,0.67,0.0025
19,0.67,0.003
19,0.68,0.0
19,0.68,1e-06
19,0.68,5e-05
19,0.68,7.5e-05
19,0.68,9e-05
19,0.68,0.0001
19,0.68,0.00011
19,0.68,0.000125
19,0.68,0.00015
19,0.68,0.00018
19,0.68,0.0002
19,0.68,0.00022
19,0.68,0.00025
19,0.68,0.0003
19,0.68,0.00036
19,0.68,0.0004
19,0.68,0.00044
19,0.68,0.00045
19,0.68,0.0005
19,0.68,0.00054
19,0.68,0.0006
19,0.68,0.00066
19,0.68,0.00072
19,0.68,0.00075
19,0.68,0.0008
19,0.68,0.00088
19,0.68,0.0009
19,0.68,0.001
19,0.68,0.0011
19,0.68,0.0012
19,0.68,0.00125
19,0.68,0.0015
19,0.68,0.0018
19,0.68,0.002
19,0.68,0.0022
19,0.68,0.0025
19,0.68,0.003
19,0.69,0.0
19,0.69,1e-06
19,0.69,5e-05
19,0.69,7.5e-05
19,0.69,9e-05
19,0.69,0.0001
19,0.69,0.00011
19,0.69,0.000125
19,0.69,0.00015
19,0.69,0.00018
19,0.69,0.0002
19,0.69,0.00022
19,0.69,0.00025
19,0.69,0.0003
19,0.69,0.00036
19,0.69,0.0004
19,0.69,0.00044
19,0.69,0.00045
19,0.69,0.0005
19,0.69,0.00054
19,0.69,0.0006
19,0.69,0.00066
19,0.69,0.00072
19,0.69,0.00075
19,0.69,0.0008
19,0.69,0.00088
19,0.69,0.0009
19,0.69,0.001
19,0.69,0.0011
19,0.69,0.0012
19,0.69,0.00125
19,0.69,0.0015
19,0.69,0.0018
19,0.69,0.002
19,0.69,0.0022
19,0.69,0.0025
19,0.69,0.003
19,0.695,0.0
19,0.695,1e-06
19,0.695,5e-05
19,0.695,7.5e-05
19,0.695,9e-05
19,0.695,0.0001
19,0.695,0.00011
19,0.695,0.000125
19,0.695,0.00015
19,0.695,0.00018
19,0.695,0.0002
19,0.695,0.00022
19,0.695,0.00025
19,0.695,0.0003
19,0.695,0.00036
19,0.695,0.0004
19,0.695,0.00044
19,0.695,0.00045
19,0.695,0.0005
19,0.695,0.00054
19,0.695,0.0006
19,0.695,0.00066
19,0.695,0.00072
19,0.695,0.00075
19,0.695,0.0008
19,0.695,0.00088
19,0.695,0.0009
19,0.695,0.001
19,0.695,0.0011
19,0.695,0.0012
19,0.695,0.00125
19,0.695,0.0015
19,0.695,0.0018
19,0.695,0.002
19,0.695,0.0022
19,0.695,0.0025
19,0.695,0.003
19,0.7,0.0
19,0.7,1e-06
19,0.7,5e-05
19,0.7,7.5e-05
19,0.7,9e-05
19,0.7,0.0001
19,0.7,0.00011
19,0.7,0.000125
19,0.7,0.00015
19,0.7,0.00018
19,0.7,0.0002
19,0.7,0.00022
19,0.7,0.00025
19,0.7,0.0003
19,0.7,0.00036
19,0.7,0.0004
19,0.7,0.00044
19,0.7,0.00045
19,0.7,0.0005
19,0.7,0.00054
19,0.7,0.0006
19,0.7,0.00066
19,0.7,0.00072
19,0.7,0.00075
19,0.7,0.0008
19,0.7,0.00088
19,0.7,0.0009
19,0.7,0.001
19,0.7,0.0011
19,0.7,0.0012
19,0.7,0.00125
19,0.7,0.0015
19,0.7,0.0018
19,0.7,0.002
19,0.7,0.0022
19,0.7,0.0025
19,0.7,0.003
19,0.705,0.0
19,0.705,1e-06
19,0.705,5e-05
19,0.705,7.5e-05
19,0.705,9e-05
19,0.705,0.0001
19,0.705,0.00011
19,0.705,0.000125
19,0.705,0.00015
19,0.705,0.00018
19,0.705,0.0002
19,0.705,0.00022
19,0.705,0.00025
19,0.705,0.0003
19,0.705,0.00036
19,0.705,0.0004
19,0.705,0.00044
19,0.705,0.00045
19,0.705,0.0005
19,0.705,0.00054
19,0.705,0.0006
19,0.705,0.00066
19,0.705,0.00072
19,0.705,0.00075
19,0.705,0.0008
19,0.705,0.00088
19,0.705,0.0009
19,0.705,0.001
19,0.705,0.0011
19,0.705,0.0012
19,0.705,0.00125
19,0.705,0.0015
19,0.705,0.0018
19,0.705,0.002
19,0.705,0.0022
19,0.705,0.0025
19,0.705,0.003
19,0.71,0.0
19,0.71,1e-06
19,0.71,5e-05
19,0.71,7.5e-05
19,0.71,9e-05
19,0.71,0.0001
19,0.71,0.00011
19,0.71,0.000125
19,0.71,0.00015
19,0.71,0.00018
19,0.71,0.0002
19,0.71,0.00022
19,0.71,0.00025
19,0.71,0.0003
19,0.71,0.00036
19,0.71,0.0004
19,0.71,0.00044
19,0.71,0.00045
19,0.71,0.0005
19,0.71,0.00054
19,0.71,0.0006
19,0.71,0.00066
19,0.71,0.00072
19,0.71,0.00075
19,0.71,0.0008
19,0.71,0.00088
19,0.71,0.0009
19,0.71,0.001
19,0.71,0.0011
19,0.71,0.0012
19,0.71,0.00125
19,0.71,0.0015
19,0.71,0.0018
19,0.71,0.002
19,0.71,0.0022
19,0.71,0.0025
19,0.71,0.003
19,0.72,0.0
19,0.72,1e-06
19,0.72,5e-05
19,0.72,7.5e-05
19,0.72,9e-05
19,0.72,0.0001
19,0.72,0.00011
19,0.72,0.000125
19,0.72,0.00015
19,0.72,0.00018
19,0.72,0.0002
19,0.72,0.00022
19,0.72,0.00025
19,0.72,0.0003
19,0.72,0.00036
19,0.72,0.0004
19,0.72,0.00044
19,0.72,0.00045
19,0.72,0.0005
19,0.72,0.00054
19,0.72,0.0006
19,0.72,0.00066
19,0.72,0.00072
19,0.72,0.00075
19,0.72,0.0008
19,0.72,0.00088
19,0.72,0.0009
19,0.72,0.001
19,0.72,0.0011
19,0.72,0.0012
19,0.72,0.00125
19,0.72,0.0015
19,0.72,0.0018
19,0.72,0.002
19,0.72,0.0022
19,0.72,0.0025
19,0.72,0.003
19,0.73,0.0
19,0.73,1e-06
19,0.73,5e-05
19,0.73,7.5e-05
19,0.73,9e-05
19,0.73,0.0001
19,0.73,0.00011
19,0.73,0.000125
19,0.73,0.00015
19,0.73,0.00018
19,0.73,0.0002
19,0.73,0.00022
19,0.73,0.00025
19,0.73,0.0003
19,0.73,0.00036
19,0.73,0.0004
19,0.73,0.00044
19,0.73,0.00045
19,0.73,0.0005
19,0.73,0.00054
19,0.73,0.0006
19,0.73,0.00066
19,0.73,0.00072
19,0.73,0.00075
19,0.73,0.0008
19,0.73,0.00088
19,0.73,0.0009
19,0.73,0.001
19,0.73,0.0011
19,0.73,0.0012
19,0.73,0.00125
19,0.73,0.0015
19,0.73,0.0018
19,0.73,0.002
19,0.73,0.0022
19,0.73,0.0025
19,0.73,0.003
19,0.74,0.0
19,0.74,1e-06
19,0.74,5e-05
19,0.74,7.5e-05
19,0.74,9e-05
19,0.74,0.0001
19,0.74,0.00011
19,0.74,0.000125
19,0.74,0.00015
19,0.74,0.00018
19,0.74,0.0002
19,0.74,0.00022
19,0.74,0.00025
19,0.74,0.0003
19,0.74,0.00036
19,0.74,0.0004
19,0.74,0.00044
19,0.74,0.00045
19,0.74,0.0005
19,0.74,0.00054
19,0.74,0.0006
19,0.74,0.00066
19,0.74,0.00072
19,0.74,0.00075
19,0.74,0.0008
19,0.74,0.00088
19,0.74,0.0009
19,0.74,0.001
19,0.74,0.0011
19,0.74,0.0012
19,0.74,0.00125
19,0.74,0.0015
19,0.74,0.0018
19,0.74,0.002
19,0.74,0.0022
19,0.74,0.0025
19,0.74,0.003
19,0.745,0.0
19,0.745,1e-06
19,0.745,5e-05
19,0.745,7.5e-05
19,0.745,9e-05
19,0.745,0.0001
19,0.745,0.00011
19,0.745,0.000125
19,0.745,0.00015
19,0.745,0.00018
19,0.745,0.0002
19,0.745,0.00022
19,0.745,0.00025
19,0.745,0.0003
19,0.745,0.00036
19,0.745,0.0004
19,0.745,0.00044
19,0.745,0.00045
19,0.745,0.0005
19,0.745,0.00054
19,0.745,0.0006
19,0.745,0.00066
19,0.745,0.00072
19,0.745,0.00075
19,0.745,0.0008
19,0.745,0.00088
19,0.745,0.0009
19,0.745,0.001
19,0.745,0.0011
19,0.745,0.0012
19,0.745,0.00125
19,0.745,0.0015
19,0.745,0.0018
19,0.745,0.002
19,0.745,0.0022
19,0.745,0.0025
19,0.745,0.003
19,0.75,0.0
19,0.75,1e-06
19,0.75,5e-05
19,0.75,7.5e-05
19,0.75,9e-05
19,0.75,0.0001
19,0.75,0.00011
19,0.75,0.000125
19,0.75,0.00015
19,0.75,0.00018
19,0.75,0.0002
19,0.75,0.00022
19,0.75,0.00025
19,0.75,0.0003
19,0.75,0.00036
19,0.75,0.0004
19,0.75,0.00044
19,0.75,0.00045
19,0.75,0.0005
19,0.75,0.00054
19,0.75,0.0006
19,0.75,0.00066
19,0.75,0.00072
19,0.75,0.00075
19,0.75,0.0008
19,0.75,0.00088
19,0.75,0.0009
19,0.75,0.001
19,0.75,0.0011
19,0.75,0.0012
19,0.75,0.00125
19,0.75,0.0015
19,0.75,0.0018
19,0.75,0.002
19,0.75,0.0022
19,0.75,0.0025
19,0.75,0.003
19,0.755,0.0
19,0.755,1e-06
19,0.755,5e-05
19,0.755,7.5e-05
19,0.755,9e-05
19,0.755,0.0001
